account_id,seats,is_trial,total_subscriptions,active_subscriptions,avg_subscription_duration_days,avg_sub_seats,max_sub_seats,avg_mrr_amount,max_mrr_amount,avg_arr_amount,total_arr_amount,trial_subscription_count,auto_renew_count,upgrade_count,downgrade_count,recent_upgrade_90d,recent_downgrade_90d,ended_subscriptions_count,max_subscription_duration_days,active_subscription_ratio,auto_renew_ratio,latest_auto_renew_flag,latest_is_trial,days_since_last_subscription_change,total_usage_count,total_usage_duration_secs,total_error_count,unique_feature_count,beta_feature_usage_count,days_since_last_usage,total_tickets,avg_resolution_time_hours,avg_first_response_time_minutes,avg_satisfaction_score,escalation_count,escalation_ratio,account_age_days,avg_resolution_time_hours_missing_flag,avg_first_response_time_minutes_missing_flag,avg_satisfaction_score_missing_flag,is_inactive_user,has_no_ticket_history,usage_per_subscription,ticket_per_subscription,error_per_subscription,error_rate,health_score,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_Basic,plan_tier_Enterprise,plan_tier_Pro,latest_plan_tier_Basic,latest_plan_tier_Enterprise,latest_plan_tier_Pro,latest_billing_frequency_annual,latest_billing_frequency_monthly,churn_flag
A-50f3f7,31,0,15,15,173.8,39.0,117,2938.4666666666667,8955,35261.6,528924,2,13,0,2,0,0,0,361,1.0,0.8666666666666667,1,0,14,685,206893,45,30,7,3,6.0,37.833333333333336,67.83333333333333,5.0,1.0,0.1666666666666666,375,0,0,0,0,0,45.666666666666664,0.4,3.0,0.0656934306569343,10.703064345593026,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,1
A-b20d99,20,0,7,7,203.1428571428571,23.0,34,1581.2857142857142,3980,18975.428571428572,132828,0,6,1,0,1,0,0,340,1.0,0.8571428571428571,1,0,58,329,105214,12,22,5,99,2.0,61.5,27.0,3.5,0.0,0.0,461,0,0,0,0,0,47.0,0.2857142857142857,1.7142857142857142,0.0364741641337386,9.555787478292412,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,0
A-88c6ca,5,0,7,7,31.285714285714285,16.0,49,921.2857142857144,2401,11055.42857142857,77388,1,7,0,0,0,0,0,60,1.0,1.0,1,0,8,446,130195,19,27,8,4,1.0,56.0,12.0,4.0,0.0,0.0,67,0,0,1,0,0,63.714285714285715,0.1428571428571428,2.7142857142857144,0.0426008968609865,10.186044334769557,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,1
A-a1b80b,16,0,16,15,172.125,21.8125,52,2161.8125,10348,25941.75,415068,2,12,3,1,0,0,1,295,0.9375,0.75,1,1,54,749,222610,48,33,5,4,4.0,41.0,72.5,4.0,0.0,0.0,400,0,0,0,0,0,46.8125,0.25,3.0,0.0640854472630173,10.76350649483143,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,0
A-ac85cd,53,0,12,9,51.833333333333336,56.333333333333336,85,3438.9166666666665,12139,41267.0,495204,1,11,1,2,1,2,3,151,0.75,0.9166666666666666,1,0,5,634,176002,29,30,5,34,3.0,33.666666666666664,76.33333333333333,3.5,0.0,0.0,153,0,0,0,0,0,52.833333333333336,0.25,2.4166666666666665,0.0457413249211356,10.47140557877216,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,0
A-c608c8,3,0,8,7,274.375,17.0,58,1189.25,2842,14271.0,114168,0,6,1,1,0,0,1,550,0.875,0.75,1,0,80,445,144345,27,29,5,0,2.0,59.0,66.0,3.0,0.0,0.0,614,0,0,0,0,0,55.625,0.25,3.375,0.0606741573033707,9.885645547165366,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,1
A-80eeb6,22,0,16,13,259.4375,35.4375,89,4280.5625,17711,51366.75,821868,1,15,4,1,1,0,3,517,0.8125,0.9375,1,0,0,725,221904,43,38,9,8,4.0,40.25,68.25,3.6666666666666665,1.0,0.25,602,0,0,0,0,0,45.3125,0.25,2.6875,0.0593103448275862,10.683726603483178,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,0
A-a2485e,3,1,6,6,91.66666666666669,22.5,68,1462.5,3383,17550.0,105300,0,4,0,1,0,0,0,145,1.0,0.6666666666666666,1,0,26,317,102647,13,22,5,34,0.0,36.0,88.29166666666666,4.0,0.0,0.0,149,1,1,1,0,0,52.833333333333336,0.0,2.1666666666666665,0.0410094637223974,9.69249828009734,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,0
A-f92792,1,0,14,14,85.64285714285714,14.428571428571429,35,1343.357142857143,6965,16120.285714285714,225684,3,8,1,1,1,0,0,177,1.0,0.5714285714285714,0,0,16,528,149124,31,32,6,4,2.0,45.0,82.0,4.0,0.0,0.0,180,0,0,0,0,0,37.714285714285715,0.1428571428571428,2.2142857142857144,0.0587121212121212,10.438221101549887,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,0
A-474ad4,8,0,15,13,218.33333333333337,16.8,53,808.3333333333334,4776,9700.0,145500,4,10,1,1,0,0,2,393,0.8666666666666667,0.6666666666666666,0,0,2,605,183355,45,34,6,20,3.0,33.0,50.666666666666664,5.0,1.0,0.3333333333333333,399,0,0,0,0,0,40.333333333333336,0.2,3.0,0.0743801652892562,10.62366055444578,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,0
A-31ab9a,3,0,7,7,149.28571428571428,23.857142857142858,73,2257.4285714285716,5771,27089.14285714286,189624,1,6,0,0,0,0,0,283,1.0,0.8571428571428571,1,0,21,340,129917,23,19,4,30,7.0,43.142857142857146,67.71428571428571,3.5,0.0,0.0,303,0,0,0,0,0,48.57142857142857,1.0,3.2857142857142856,0.0676470588235294,9.11437945671986,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,0
A-dcc2f0,15,0,15,14,233.53333333333333,18.066666666666663,32,1166.2,3184,13994.4,209916,2,13,2,0,1,0,1,456,0.9333333333333332,0.8666666666666667,0,0,31,833,243699,26,35,8,5,2.0,27.0,100.0,4.0,0.0,0.0,528,0,0,1,0,0,55.53333333333333,0.1333333333333333,1.7333333333333334,0.0312124849939975,11.120356582511535,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,0
A-600734,29,1,13,11,193.07692307692307,31.307692307692307,42,1394.7692307692307,5771,16737.23076923077,217584,1,10,2,0,0,0,2,353,0.8461538461538461,0.7692307692307693,1,0,55,660,190076,30,33,11,5,7.0,52.57142857142857,89.42857142857143,3.6666666666666665,1.0,0.1428571428571428,413,0,0,0,0,0,50.76923076923077,0.5384615384615384,2.3076923076923075,0.0454545454545454,10.50346434781783,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,1
A-00cac8,8,1,9,9,213.22222222222223,15.333333333333334,39,1569.0,7761,18828.0,169452,1,8,0,1,0,1,0,472,1.0,0.8888888888888888,1,0,29,602,171366,31,30,7,7,2.0,33.0,120.5,4.0,0.0,0.0,473,0,0,1,0,0,66.88888888888889,0.2222222222222222,3.4444444444444446,0.0514950166112956,10.522873762600298,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,0
A-cc8c8f,23,0,7,6,78.14285714285714,27.285714285714285,48,2228.5714285714284,5572,26742.85714285714,187200,2,6,1,1,0,1,1,193,0.8571428571428571,0.8571428571428571,1,1,12,268,66983,18,20,1,40,2.0,14.5,123.0,3.5,0.0,0.0,198,0,0,0,0,0,38.285714285714285,0.2857142857142857,2.5714285714285716,0.0671641791044776,9.106984350374304,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,0
A-39868b,9,0,5,5,153.6,10.6,17,838.8,1791,10065.6,50328,1,2,1,0,1,0,0,250,1.0,0.4,0,1,33,305,106292,21,22,5,17,6.0,39.0,100.83333333333331,4.25,0.0,0.0,289,0,0,0,0,0,61.0,1.2,4.2,0.0688524590163934,9.277317022799563,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,0
A-e61e98,19,0,9,9,292.22222222222223,26.444444444444443,40,1498.2222222222222,6766,17978.666666666668,161808,1,7,2,0,0,0,0,422,1.0,0.7777777777777778,1,0,121,527,131994,25,32,7,4,6.0,30.333333333333332,88.5,4.6,1.0,0.1666666666666666,438,0,0,0,0,0,58.55555555555556,0.6666666666666666,2.7777777777777777,0.0474383301707779,10.428412194318852,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,1
A-bd4513,50,1,12,10,24.416666666666668,51.333333333333336,66,4350.333333333333,9950,52204.0,626448,0,10,2,0,2,0,2,49,0.8333333333333334,0.8333333333333334,1,0,1,507,157547,34,28,4,2,3.0,42.0,58.666666666666664,4.666666666666667,0.0,0.0,55,0,0,0,0,0,42.25,0.25,2.8333333333333335,0.0670611439842209,10.36663822431052,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,0
A-fce879,10,1,5,5,65.0,25.6,45,1359.4,3781,16312.8,81564,1,5,0,1,0,1,0,94,1.0,1.0,1,0,18,299,98740,14,25,1,31,2.0,28.0,61.5,4.0,0.0,0.0,98,0,0,0,0,0,59.8,0.4,2.8,0.0468227424749163,9.627765300303102,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,1
A-712426,9,0,15,13,22.133333333333333,22.866666666666667,119,746.4666666666667,2587,8957.6,134364,3,15,2,0,2,0,2,51,0.8666666666666667,1.0,1,1,0,696,214681,31,32,6,4,6.0,37.333333333333336,79.16666666666667,4.4,0.0,0.0,51,0,0,0,0,0,46.4,0.4,2.066666666666667,0.0445402298850574,10.820591822801717,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,0
A-b7724f,1,0,8,5,140.75,21.0,71,402.75,1349,4833.0,38664,0,7,0,0,0,0,3,577,0.625,0.875,1,0,4,380,93251,16,28,2,23,3.0,28.666666666666668,92.0,3.0,0.0,0.0,644,0,0,0,0,0,47.5,0.375,2.0,0.0421052631578947,9.7558188893237,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,0
A-089363,2,0,14,12,218.8571428571429,18.142857142857142,43,1507.428571428571,8557,18089.14285714286,253248,5,8,2,0,0,0,2,577,0.8571428571428571,0.5714285714285714,1,1,19,628,196491,33,30,9,26,3.0,35.0,91.33333333333331,3.6666666666666665,0.0,0.0,605,0,0,0,0,0,44.857142857142854,0.2142857142857142,2.357142857142857,0.0525477707006369,10.478474845777638,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0
A-9ee962,9,0,9,7,308.22222222222223,15.333333333333334,30,1046.6666666666667,5771,12560.0,113040,2,7,3,1,0,0,2,557,0.7777777777777778,0.7777777777777778,1,0,166,439,120226,17,25,3,6,3.0,37.0,69.66666666666667,4.0,0.0,0.0,672,0,0,0,0,0,48.77777777777778,0.3333333333333333,1.8888888888888888,0.0387243735763098,10.067916063718906,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,1
A-81edc3,5,0,12,12,222.0,16.916666666666668,44,1460.3333333333333,8756,17524.0,210288,1,8,2,0,1,0,0,420,1.0,0.6666666666666666,1,0,15,765,245080,41,33,11,2,3.0,52.666666666666664,70.0,4.0,0.0,0.0,428,0,0,0,0,0,63.75,0.25,3.4166666666666665,0.05359477124183,10.8370688381476,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,0
A-e19ff6,1,0,12,12,219.08333333333337,16.833333333333332,43,409.1666666666667,1960,4910.0,58920,4,7,1,0,1,0,0,510,1.0,0.5833333333333334,0,0,69,456,144844,24,26,1,15,3.0,30.666666666666668,115.0,4.666666666666667,0.0,0.0,522,0,0,0,0,0,38.0,0.25,2.0,0.0526315789473684,10.261529028828358,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,0
A-378b99,8,1,12,11,64.5,22.666666666666668,68,1009.6666666666666,3184,12116.0,145392,2,12,1,1,1,1,1,112,0.9166666666666666,1.0,1,0,26,565,187525,38,33,5,0,6.0,28.5,78.83333333333333,4.5,0.0,0.0,121,0,0,0,0,0,47.083333333333336,0.5,3.1666666666666665,0.0672566371681415,10.528671416978638,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,0
A-054577,2,0,16,15,122.5625,30.6875,90,2787.5625,16915,33450.75,535212,1,14,1,1,0,0,1,242,0.9375,0.875,1,0,22,833,219747,52,36,10,0,1.0,46.0,70.0,4.0,0.0,0.0,247,0,0,0,0,0,52.0625,0.0625,3.25,0.0624249699879951,11.009401465062997,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,0
A-69fad4,6,0,7,5,336.2857142857143,16.0,35,1245.857142857143,4378,14950.285714285714,104652,1,6,0,0,0,0,2,526,0.7142857142857143,0.8571428571428571,1,1,282,412,124646,24,24,4,16,4.0,43.0,116.75,3.6666666666666665,0.0,0.0,635,0,0,0,0,0,58.857142857142854,0.5714285714285714,3.4285714285714284,0.058252427184466,9.724870805716426,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,1
A-533452,9,0,11,10,26.363636363636363,29.09090909090909,101,1878.5454545454545,5174,22542.545454545456,247968,1,10,1,2,1,2,1,40,0.9090909090909092,0.9090909090909092,0,0,6,595,172726,44,32,10,16,4.0,32.75,35.5,4.0,0.0,0.0,49,0,0,0,0,0,54.09090909090909,0.3636363636363636,4.0,0.0739495798319327,10.426091238463076,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,0
A-bc87bc,3,0,8,6,35.0,12.625,31,1504.0,6169,18048.0,144384,1,8,0,0,0,0,2,60,0.75,1.0,1,0,16,394,135160,14,24,3,10,7.0,40.57142857142857,112.0,3.75,0.0,0.0,167,0,0,0,0,0,49.25,0.875,1.75,0.0355329949238578,9.738846615150033,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,0
A-151c9a,23,0,5,5,371.2,30.0,52,2850.0,4577,34200.0,171000,0,4,0,1,0,0,0,603,1.0,0.8,0,0,188,366,120907,14,28,1,2,2.0,31.0,156.5,3.5,0.0,0.0,704,0,0,0,0,0,73.2,0.4,2.8,0.0382513661202185,9.856400847439952,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,0
A-5ed98d,24,0,8,8,90.25,30.0,54,1934.75,4776,23217.0,185736,1,7,1,0,1,0,0,186,1.0,0.875,1,1,10,312,90314,18,23,2,16,5.0,35.8,91.8,5.0,0.0,0.0,192,0,0,0,0,0,39.0,0.625,2.25,0.0576923076923076,9.72954548242656,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,0
A-32fb14,26,0,9,7,256.6666666666667,29.333333333333332,47,1129.111111111111,5174,13549.333333333334,121944,1,7,2,0,0,0,2,532,0.7777777777777778,0.7777777777777778,1,0,52,488,150708,19,27,2,6,5.0,34.0,59.6,4.5,0.0,0.0,665,0,0,0,0,0,54.22222222222222,0.5555555555555556,2.111111111111111,0.0389344262295082,10.316005979613646,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,1
A-e36807,6,0,10,9,96.3,31.6,81,1256.9,2786,15082.8,150828,2,8,0,0,0,0,1,213,0.9,0.8,1,0,8,446,140849,27,27,4,2,2.0,41.0,152.0,4.5,0.0,0.0,228,0,0,0,0,0,44.6,0.2,2.7,0.0605381165919282,10.207072521829131,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0
A-ccc747,16,0,6,5,139.33333333333334,20.666666666666668,37,802.0,1813,9624.0,57744,1,2,2,0,0,0,1,232,0.8333333333333334,0.3333333333333333,1,0,57,284,89582,13,23,3,23,4.0,32.25,83.25,5.0,1.0,0.25,354,0,0,0,0,0,47.333333333333336,0.6666666666666666,2.1666666666666665,0.0457746478873239,9.56000310451331,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,1
A-328bd0,18,0,13,11,270.53846153846155,23.0,39,1229.1538461538462,3582,14749.846153846154,191748,1,10,1,1,0,1,2,509,0.8461538461538461,0.7692307692307693,1,0,13,568,162210,49,30,5,7,5.0,46.0,68.2,3.6666666666666665,0.0,0.0,595,0,0,0,0,0,43.69230769230769,0.3846153846153846,3.769230769230769,0.0862676056338028,10.167042430955282,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,0
A-f03140,27,1,10,10,208.6,28.2,38,2107.5,5373,25290.0,252900,1,8,1,1,1,0,0,386,1.0,0.8,1,1,55,595,196965,22,32,4,1,7.0,36.0,113.14285714285714,3.6666666666666665,0.0,0.0,405,0,0,0,0,0,59.5,0.7,2.2,0.0369747899159663,10.443540945618665,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,0
A-956988,1,0,13,12,17.307692307692307,29.76923076923077,72,2262.076923076923,10945,27144.92307692308,352884,2,10,0,1,0,1,1,30,0.9230769230769232,0.7692307692307693,1,0,1,658,173232,49,32,8,7,2.0,50.5,118.0,3.0,0.0,0.0,31,0,0,0,0,0,50.61538461538461,0.1538461538461538,3.769230769230769,0.0744680851063829,10.326429131975534,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0
A-410e86,24,0,7,5,18.285714285714285,25.285714285714285,33,2280.0,4776,27360.0,191520,2,3,0,0,0,0,2,32,0.7142857142857143,0.4285714285714285,0,0,6,292,107443,21,22,3,4,5.0,42.6,110.0,3.5,0.0,0.0,51,0,0,0,0,0,41.714285714285715,0.7142857142857143,3.0,0.071917808219178,9.152506355278897,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,0
A-d77f4c,4,1,14,12,197.6428571428571,23.928571428571427,94,3480.4285714285716,18706,41765.142857142855,584712,1,11,4,1,2,0,2,417,0.8571428571428571,0.7857142857142857,1,0,13,617,182046,32,31,6,11,2.0,31.0,75.0,4.0,0.0,0.0,463,0,0,0,0,0,44.07142857142857,0.1428571428571428,2.2857142857142856,0.0518638573743922,10.59719078767117,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,0
A-18793f,148,1,11,10,7.090909090909091,148.0,148,7144.363636363636,29452,85732.36363636363,943056,2,9,1,0,1,0,1,12,0.9090909090909092,0.8181818181818182,1,1,1,486,168310,20,30,4,19,5.0,45.2,101.6,3.8,0.0,0.0,13,0,0,0,0,0,44.18181818181818,0.4545454545454545,1.818181818181818,0.0411522633744856,10.252853647058943,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,0
A-5247b3,16,1,11,10,160.45454545454547,23.727272727272727,74,1071.909090909091,3184,12862.90909090909,141492,2,10,3,0,1,0,1,283,0.9090909090909092,0.9090909090909092,1,0,36,610,177212,29,32,9,25,5.0,45.8,96.6,4.0,0.0,0.0,294,0,0,0,0,0,55.45454545454545,0.4545454545454545,2.636363636363636,0.0475409836065573,10.560263238968924,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,0
A-3a5ad8,9,1,13,13,202.84615384615384,25.23076923076923,95,2207.769230769231,13930,26493.23076923077,344412,4,11,1,1,0,0,0,379,1.0,0.8461538461538461,1,1,6,506,127878,23,27,7,16,4.0,44.75,53.5,4.5,0.0,0.0,392,0,0,0,0,0,38.92307692307692,0.3076923076923077,1.7692307692307692,0.0454545454545454,10.381519709570584,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,0
A-940b8b,1,0,8,8,178.625,24.0,56,1205.0,6368,14460.0,115680,3,6,1,1,0,0,0,274,1.0,0.75,1,1,50,362,121184,32,23,3,64,3.0,41.333333333333336,89.33333333333333,4.0,0.0,0.0,287,0,0,0,0,0,45.25,0.375,4.0,0.0883977900552486,9.536717714336552,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,0
A-acb7f7,32,0,12,12,201.58333333333337,33.333333333333336,41,2714.5,6368,32574.0,390888,2,10,2,1,0,1,0,359,1.0,0.8333333333333334,1,0,3,612,176628,36,33,10,2,3.0,41.0,91.0,3.5,0.0,0.0,360,0,0,0,0,0,51.0,0.25,3.0,0.0588235294117647,10.463107813493547,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,0
A-cb6cc6,13,1,7,7,333.42857142857144,14.857142857142858,25,374.57142857142856,1225,4494.857142857143,31464,2,3,2,0,0,0,0,621,1.0,0.4285714285714285,1,0,91,314,101719,26,21,0,10,3.0,16.333333333333332,131.66666666666666,3.5,0.0,0.0,638,0,0,0,0,0,44.857142857142854,0.4285714285714285,3.7142857142857144,0.0828025477707006,9.197459496187587,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,0
