account_id,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_subscriptions,active_subscriptions,avg_subscription_duration_days,avg_sub_seats,max_sub_seats,avg_mrr_amount,max_mrr_amount,avg_arr_amount,total_arr_amount,trial_subscription_count,auto_renew_count,upgrade_count,downgrade_count,recent_upgrade_90d,recent_downgrade_90d,ended_subscriptions_count,max_subscription_duration_days,active_subscription_ratio,auto_renew_ratio,latest_plan_tier,latest_billing_frequency,latest_auto_renew_flag,latest_is_trial,days_since_last_subscription_change,total_usage_count,total_usage_duration_secs,total_error_count,unique_feature_count,beta_feature_usage_count,last_usage_date,days_since_last_usage,total_tickets,avg_resolution_time_hours,avg_first_response_time_minutes,avg_satisfaction_score,escalation_count,latest_ticket_date,escalation_ratio,reference_date,account_age_days,avg_resolution_time_hours_missing_flag,avg_first_response_time_minutes_missing_flag,avg_satisfaction_score_missing_flag,is_inactive_user,has_no_ticket_history,usage_per_subscription,ticket_per_subscription,error_per_subscription,error_rate,health_score,churn_event_count,latest_churn_date,latest_reason_code,total_refund_amount_usd,reactivation_count
A-956988,EdTech,UK,2024-11-30,ads,Enterprise,1,0,0,13,12,17.307692307692307,29.76923076923077,72,2262.076923076923,10945,27144.92307692308,352884,2,10,0,1,0,1,1,30,0.9230769230769232,0.7692307692307693,Enterprise,annual,1,0,1,658,173232,49,32,8,2024-12-24,7,2.0,50.5,118.0,3.0,0.0,2024-11-22 00:00:00,0.0,2024-12-31,31,0,0,0,0,0,50.61538461538461,0.1538461538461538,3.769230769230769,0.0744680851063829,10.326429131975534,2.0,2024-12-30,budget,0.0,1.0
A-ac14bb,FinTech,US,2023-09-08,partner,Enterprise,21,0,0,8,6,292.375,31.25,71,3468.25,14129,41619.0,332952,1,7,2,0,0,0,2,461,0.75,0.875,Basic,annual,1,0,181,531,170826,42,31,7,2024-12-18,13,2.0,24.5,30.5,4.0,0.0,2024-06-12 00:00:00,0.0,2024-12-31,480,0,0,0,0,0,66.375,0.25,5.25,0.0790960451977401,10.28439916615267,2.0,2024-10-01,pricing,128.79,0.0
A-463db0,HealthTech,US,2024-12-05,partner,Basic,15,0,0,7,7,10.857142857142858,24.857142857142858,42,1895.142857142857,8358,22741.714285714286,159192,0,5,0,0,0,0,0,22,1.0,0.7142857142857143,Pro,annual,1,0,0,367,106259,13,25,3,2024-12-27,4,6.0,50.16666666666666,94.83333333333331,4.25,1.0,2024-12-24 00:00:00,0.1666666666666666,2024-12-31,26,0,0,0,0,0,52.42857142857143,0.8571428571428571,1.8571428571428568,0.0354223433242506,9.753948711950112,1.0,2024-12-30,features,0.0,1.0
A-ce66f8,EdTech,CA,2023-08-23,event,Pro,29,0,0,6,6,242.0,30.33333333333333,37,1976.3333333333333,7363,23716.0,142296,0,6,0,0,0,0,0,495,1.0,1.0,Pro,annual,1,0,157,494,133559,19,29,6,2024-12-31,0,6.0,41.66666666666666,79.16666666666667,3.5,0.0,2024-12-06 00:00:00,0.0,2024-12-31,496,0,0,0,0,0,82.33333333333333,1.0,3.1666666666666665,0.0384615384615384,10.038447451923156,,,,,
A-c4ea60,FinTech,DE,2023-03-09,other,Enterprise,18,0,1,9,9,232.22222222222223,25.77777777777778,58,1627.3333333333333,3582,19528.0,175752,1,7,0,1,0,0,0,630,1.0,0.7777777777777778,Enterprise,monthly,1,0,14,427,137244,18,28,9,2024-12-11,20,5.0,36.0,59.0,3.6,0.0,2024-05-23 00:00:00,0.0,2024-12-31,663,0,0,0,0,0,47.44444444444444,0.5555555555555556,2.0,0.0421545667447306,9.976757302955727,,,,,
A-832ec2,FinTech,UK,2023-11-19,event,Enterprise,4,1,0,8,8,224.625,16.5,31,1162.375,4378,13948.5,111588,2,3,3,0,1,0,0,364,1.0,0.375,Enterprise,annual,0,0,34,511,157711,25,31,6,2024-12-23,8,3.0,26.0,108.66666666666669,4.0,1.0,2024-07-24 00:00:00,0.3333333333333333,2024-12-31,408,0,0,0,0,0,63.875,0.375,3.125,0.0489236790606653,10.19902546586924,2.0,2024-09-15,pricing,0.0,0.0
A-684255,FinTech,US,2024-04-14,ads,Enterprise,9,0,0,14,11,127.07142857142856,14.928571428571429,32,846.0,2786,10152.0,142128,2,9,3,1,0,1,3,261,0.7857142857142857,0.6428571428571429,Basic,annual,1,1,5,653,191849,44,34,15,2024-12-08,23,4.0,14.25,97.75,4.666666666666667,1.0,2024-08-11 00:00:00,0.25,2024-12-31,261,0,0,0,0,0,46.642857142857146,0.2857142857142857,3.142857142857143,0.0673813169984686,10.671786923192364,2.0,2024-07-03,budget,0.0,1.0
A-c42f1f,HealthTech,US,2024-07-28,other,Pro,8,0,0,8,7,61.375,13.125,28,646.875,2388,7762.5,62100,0,6,1,1,1,1,1,156,0.875,0.75,Basic,monthly,1,0,2,337,98383,20,24,5,2024-10-30,62,9.0,31.33333333333333,81.88888888888889,4.0,1.0,2024-09-28 00:00:00,0.1111111111111111,2024-12-31,156,0,0,0,0,0,42.125,1.125,2.5,0.059347181008902,9.408380259751151,,,,,
A-4e44e8,DevTools,US,2024-08-20,ads,Enterprise,3,0,1,14,12,75.57142857142857,24.857142857142858,78,2603.214285714286,15522,31238.571428571428,437340,3,11,2,0,0,0,2,130,0.8571428571428571,0.7857142857142857,Enterprise,annual,1,0,12,687,208387,37,32,8,2024-11-24,37,3.0,31.33333333333333,76.66666666666667,3.333333333333333,0.0,2024-09-15 00:00:00,0.0,2024-12-31,133,0,0,0,0,0,49.07142857142857,0.2142857142857142,2.642857142857143,0.0538573508005822,10.540771550158818,2.0,2024-10-11,features,35.48,1.0
A-30b4ca,EdTech,IN,2024-05-20,organic,Basic,86,0,1,8,8,172.625,86.0,86,9492.25,17114,113907.0,911256,1,7,0,0,0,0,0,221,1.0,0.875,Basic,annual,1,0,89,402,127433,22,28,10,2024-12-22,9,3.0,57.66666666666666,108.33333333333331,4.0,0.0,2024-09-02 00:00:00,0.0,2024-12-31,225,0,0,0,0,0,50.25,0.375,2.75,0.0547263681592039,9.998850551137137,1.0,2024-09-01,features,0.0,0.0
A-9f2731,FinTech,IN,2024-10-04,event,Enterprise,1,0,0,7,7,57.42857142857143,24.0,39,516.1428571428571,1617,6193.714285714285,43356,3,7,0,1,0,1,0,80,1.0,1.0,Pro,annual,1,1,39,324,98113,20,23,2,2024-12-19,12,0.0,36.0,88.29166666666666,4.0,0.0,0,0.0,2024-12-31,88,1,1,1,0,0,46.285714285714285,0.0,2.857142857142857,0.0617283950617283,9.65323703736904,2.0,2024-12-09,unknown,136.94,0.0
A-32fb14,DevTools,US,2023-03-07,event,Enterprise,26,0,1,9,7,256.6666666666667,29.33333333333333,47,1129.111111111111,5174,13549.333333333334,121944,1,7,2,0,0,0,2,532,0.7777777777777778,0.7777777777777778,Enterprise,annual,1,0,52,488,150708,19,27,2,2024-12-25,6,5.0,34.0,59.6,4.5,0.0,2024-09-05 00:00:00,0.0,2024-12-31,665,0,0,0,0,0,54.22222222222222,0.5555555555555556,2.111111111111111,0.0389344262295082,10.316005979613646,3.0,2024-04-28,competitor,0.0,0.0
A-00cac8,HealthTech,AU,2023-09-15,organic,Enterprise,8,1,0,9,9,213.22222222222223,15.333333333333334,39,1569.0,7761,18828.0,169452,1,8,0,1,0,1,0,472,1.0,0.8888888888888888,Pro,annual,1,0,29,602,171366,31,30,7,2024-12-24,7,2.0,33.0,120.5,4.0,0.0,2023-09-15 00:00:00,0.0,2024-12-31,473,0,0,1,0,0,66.88888888888889,0.2222222222222222,3.4444444444444446,0.0514950166112956,10.522873762600298,,,,,
A-35083d,HealthTech,IN,2023-04-28,partner,Basic,19,0,1,16,15,256.875,25.8125,49,2027.0625,9751,24324.75,389196,3,14,3,0,0,0,1,577,0.9375,0.875,Enterprise,monthly,1,0,16,791,237055,37,29,7,2024-12-29,2,4.0,49.75,119.0,5.0,0.0,2024-09-27 00:00:00,0.0,2024-12-31,613,0,0,0,0,0,49.4375,0.25,2.3125,0.0467762326169405,11.029377610391878,,,,,
A-eb7fac,DevTools,US,2023-10-28,organic,Enterprise,7,0,0,10,9,183.8,32.4,136,4209.6,27064,50515.2,505152,0,9,0,0,0,0,1,371,0.9,0.9,Basic,monthly,1,0,70,538,185729,44,27,6,2024-12-19,12,4.0,34.0,126.5,4.0,0.0,2024-04-23 00:00:00,0.0,2024-12-31,430,0,0,0,0,0,53.8,0.4,4.4,0.0817843866171003,10.1129981479987,1.0,2024-07-22,unknown,0.0,0.0
A-b20d99,HealthTech,IN,2023-09-27,other,Basic,20,0,0,7,7,203.14285714285717,23.0,34,1581.2857142857142,3980,18975.42857142857,132828,0,6,1,0,1,0,0,340,1.0,0.8571428571428571,Enterprise,monthly,1,0,58,329,105214,12,22,5,2024-09-23,99,2.0,61.5,27.0,3.5,0.0,2023-08-08 00:00:00,0.0,2024-12-31,461,0,0,0,0,0,47.0,0.2857142857142857,1.7142857142857142,0.0364741641337386,9.555787478292412,1.0,2024-03-04,features,0.0,0.0
A-396e5f,Cybersecurity,CA,2024-10-02,other,Enterprise,2,0,0,10,10,61.0,17.6,53,1023.6,2597,12283.2,122832,1,8,2,1,2,1,0,90,1.0,0.8,Pro,monthly,0,0,12,540,175427,23,29,5,2024-12-25,6,5.0,24.8,102.8,4.0,1.0,2024-12-10 00:00:00,0.2,2024-12-31,90,0,0,0,0,0,54.0,0.5,2.3,0.0425925925925925,10.256653697545673,1.0,2024-11-30,features,0.0,0.0
A-45ce7a,FinTech,US,2023-07-23,ads,Enterprise,16,0,0,7,6,221.57142857142856,17.142857142857142,22,1173.7142857142858,3184,14084.57142857143,98592,1,5,2,1,0,0,1,315,0.8571428571428571,0.7142857142857143,Enterprise,monthly,1,0,48,424,124978,30,21,2,2024-12-24,7,5.0,45.4,91.8,3.6666666666666665,0.0,2024-12-14 00:00:00,0.0,2024-12-31,527,0,0,0,0,0,60.57142857142857,0.7142857142857143,4.285714285714286,0.070754716981132,9.527453275472311,,,,,
A-08e34e,EdTech,US,2024-06-27,event,Basic,14,0,1,11,11,97.9090909090909,31.09090909090909,77,1983.7272727272727,5970,23804.727272727272,261852,2,7,0,0,0,0,0,183,1.0,0.6363636363636364,Enterprise,monthly,1,0,0,651,186929,32,34,7,2024-12-30,1,3.0,43.0,84.0,3.0,0.0,2024-07-15 00:00:00,0.0,2024-12-31,187,0,0,0,0,0,59.18181818181818,0.2727272727272727,2.909090909090909,0.0491551459293394,10.471435075587552,2.0,2024-09-01,features,228.75,0.0
A-8145a0,Cybersecurity,AU,2023-04-25,partner,Basic,2,1,0,12,11,282.1666666666667,16.416666666666668,44,1438.3333333333333,4975,17260.0,207120,1,11,2,0,0,0,1,512,0.9166666666666666,0.9166666666666666,Basic,monthly,1,0,14,693,200177,27,32,5,2024-12-26,5,6.0,23.666666666666668,90.16666666666669,4.0,0.0,2024-10-26 00:00:00,0.0,2024-12-31,616,0,0,0,0,0,57.75,0.5,2.25,0.0389610389610389,10.71917432716809,1.0,2023-07-12,features,0.0,0.0
A-bad8c1,FinTech,AU,2023-03-01,organic,Basic,7,0,0,7,7,378.0,31.857142857142858,60,1113.857142857143,2646,13366.285714285714,93564,2,7,2,0,0,0,0,568,1.0,1.0,Pro,monthly,1,0,211,385,125675,11,29,6,2024-12-24,7,1.0,27.0,49.0,4.0,0.0,2024-04-27 00:00:00,0.0,2024-12-31,671,0,0,0,0,0,55.0,0.1428571428571428,1.5714285714285714,0.0285714285714285,10.178463322555558,1.0,2023-10-04,unknown,0.0,1.0
A-44dc83,EdTech,FR,2024-05-12,other,Basic,5,0,0,4,4,107.0,22.75,37,114.0,456,1368.0,5472,3,4,0,0,0,0,0,197,1.0,1.0,Enterprise,annual,1,1,35,248,81119,13,16,3,2024-10-09,83,7.0,40.85714285714285,76.14285714285714,4.6,0.0,2024-09-15 00:00:00,0.0,2024-12-31,233,0,0,0,0,0,62.0,1.75,3.25,0.0524193548387096,8.801069466327375,1.0,2024-11-29,unknown,98.48,0.0
A-f446b6,DevTools,DE,2023-05-12,ads,Pro,5,1,0,9,8,290.3333333333333,16.444444444444443,53,1265.7777777777778,3582,15189.333333333334,136704,0,7,0,0,0,0,1,583,0.8888888888888888,0.7777777777777778,Basic,annual,1,0,114,376,127515,31,27,3,2024-12-14,17,8.0,30.75,82.5,4.25,1.0,2024-11-25 00:00:00,0.125,2024-12-31,599,0,0,0,0,0,41.77777777777778,0.8888888888888888,3.4444444444444446,0.0824468085106382,9.629993432847805,,,,,
A-a45270,HealthTech,US,2024-06-24,ads,Enterprise,3,0,0,12,11,99.66666666666669,23.25,79,1677.5833333333333,4975,20131.0,241572,2,9,2,1,0,1,1,172,0.9166666666666666,0.75,Basic,annual,1,1,8,733,222582,53,35,4,2024-12-25,6,4.0,64.0,110.0,4.0,0.0,2024-12-27 00:00:00,0.0,2024-12-31,190,0,0,0,0,0,61.083333333333336,0.3333333333333333,4.416666666666667,0.0723055934515689,10.737166666479446,1.0,2024-11-12,pricing,0.0,0.0
A-854864,FinTech,IN,2024-12-07,event,Enterprise,20,0,0,6,5,9.0,31.83333333333333,91,2459.833333333333,4459,29518.0,177108,0,5,0,0,0,0,1,22,0.8333333333333334,0.8333333333333334,Pro,annual,1,0,0,248,73517,10,17,4,2024-12-15,16,5.0,44.2,100.8,4.8,0.0,2024-07-18 00:00:00,0.0,2024-12-31,24,0,0,0,0,0,41.333333333333336,0.8333333333333334,1.6666666666666667,0.0403225806451612,9.197878417801732,1.0,2024-12-24,support,8.47,0.0
A-1b7577,Cybersecurity,US,2024-10-27,other,Pro,4,0,0,11,9,28.09090909090909,17.545454545454547,81,797.3636363636364,2009,9568.363636363636,105252,1,11,0,1,0,1,2,64,0.8181818181818182,1.0,Pro,monthly,1,0,1,647,195598,33,33,4,2024-12-20,11,5.0,27.2,109.4,4.0,0.0,2024-05-31 00:00:00,0.0,2024-12-31,65,0,0,0,0,0,58.81818181818182,0.4545454545454545,3.0,0.0510046367851622,10.631591673406264,,,,,
A-05f0e5,FinTech,US,2023-05-04,partner,Basic,32,0,0,12,12,282.6666666666667,45.083333333333336,92,4259.083333333333,18308,51109.0,613308,0,10,2,0,0,0,0,569,1.0,0.8333333333333334,Pro,annual,1,0,38,706,207116,46,32,9,2024-12-30,1,4.0,20.0,108.5,4.0,0.0,2024-10-03 00:00:00,0.0,2024-12-31,607,0,0,0,0,0,58.833333333333336,0.3333333333333333,3.8333333333333335,0.065155807365439,10.648425857202524,2.0,2024-11-25,unknown,72.19,0.0
A-9077b0,HealthTech,US,2024-08-25,ads,Basic,2,0,0,7,5,37.57142857142857,17.142857142857142,63,509.2857142857143,2786,6111.428571428572,42780,3,7,3,0,3,0,2,127,0.7142857142857143,1.0,Enterprise,annual,1,0,11,493,146301,31,26,5,2024-11-18,43,3.0,40.333333333333336,136.33333333333334,4.333333333333333,0.0,2024-09-07 00:00:00,0.0,2024-12-31,128,0,0,0,0,0,70.42857142857143,0.4285714285714285,4.428571428571429,0.0628803245436105,10.160161236664674,,,,,
A-7f8241,EdTech,US,2023-03-14,organic,Pro,34,0,1,15,15,386.8666666666667,35.86666666666667,60,2634.4,7164,31612.8,474192,1,10,2,0,0,0,0,645,1.0,0.6666666666666666,Enterprise,monthly,0,0,7,734,227186,38,34,5,2024-12-21,10,1.0,36.0,135.0,3.0,0.0,2024-04-19 00:00:00,0.0,2024-12-31,658,0,0,0,0,0,48.93333333333333,0.0666666666666666,2.533333333333333,0.0517711171662125,10.62969630820452,,,,,
A-2bc93d,HealthTech,US,2023-03-14,event,Basic,14,0,0,13,12,272.53846153846155,29.23076923076923,95,2491.846153846154,7960,29902.153846153848,388728,1,11,4,0,0,0,1,531,0.9230769230769232,0.8461538461538461,Pro,monthly,1,0,11,666,215735,31,33,5,2024-12-07,24,2.0,12.0,78.0,4.5,0.0,2024-11-23 00:00:00,0.0,2024-12-31,658,0,0,0,0,0,51.23076923076923,0.1538461538461538,2.3846153846153846,0.0465465465465465,10.882956299337511,2.0,2024-08-15,competitor,99.1,1.0
A-f3ff05,FinTech,IN,2024-07-06,other,Enterprise,2,0,0,13,12,83.6923076923077,15.923076923076923,48,1497.3076923076924,9552,17967.69230769231,233580,1,12,1,0,0,0,1,152,0.9230769230769232,0.9230769230769232,Basic,monthly,1,0,29,672,210327,36,28,4,2024-12-31,0,3.0,42.66666666666666,111.33333333333331,3.5,0.0,2023-12-17 00:00:00,0.0,2024-12-31,178,0,0,0,0,0,51.69230769230769,0.2307692307692307,2.769230769230769,0.0535714285714285,10.42849170908175,1.0,2024-10-20,unknown,0.0,0.0
A-2d4502,FinTech,IN,2024-04-29,event,Basic,7,0,0,10,10,108.1,29.6,67,2907.1,8159,34885.2,348852,1,7,2,0,1,0,0,245,1.0,0.7,Enterprise,annual,1,0,19,465,127997,19,29,7,2024-12-07,24,3.0,26.33333333333333,82.0,5.0,0.0,2024-05-02 00:00:00,0.0,2024-12-31,246,0,0,0,0,0,46.5,0.3,1.9,0.0408602150537634,10.516081940518983,1.0,2024-05-07,pricing,0.0,0.0
A-6a4e2d,EdTech,UK,2023-04-07,partner,Pro,9,0,0,11,8,345.1818181818182,23.818181818181817,56,944.9090909090908,4378,11338.90909090909,124728,1,9,2,1,2,0,3,541,0.7272727272727273,0.8181818181818182,Pro,annual,1,0,54,597,172764,31,27,3,2024-12-24,7,2.0,18.5,141.0,4.5,1.0,2024-09-15 00:00:00,0.5,2024-12-31,634,0,0,0,0,0,54.27272727272727,0.1818181818181818,2.8181818181818183,0.0519262981574539,10.29570922788402,1.0,2024-07-19,budget,0.0,0.0
A-eb7c38,DevTools,AU,2024-02-25,organic,Enterprise,5,0,0,15,11,124.33333333333331,28.8,102,2547.333333333333,17910,30568.0,458520,4,10,3,1,0,0,4,264,0.7333333333333333,0.6666666666666666,Basic,annual,1,0,27,693,203946,27,33,6,2024-12-15,16,5.0,22.4,67.4,4.333333333333333,0.0,2024-07-14 00:00:00,0.0,2024-12-31,310,0,0,0,0,0,46.2,0.3333333333333333,1.8,0.0389610389610389,10.874027290317771,1.0,2024-03-22,budget,6.26,0.0
A-c37601,EdTech,US,2024-10-31,partner,Basic,6,1,0,12,10,22.5,15.916666666666666,54,1706.25,10746,20475.0,245700,3,10,0,0,0,0,2,60,0.8333333333333334,0.8333333333333334,Enterprise,monthly,0,0,1,489,131835,21,28,3,2024-12-07,24,4.0,42.25,83.0,3.6666666666666665,0.0,2024-02-26 00:00:00,0.0,2024-12-31,61,0,0,0,0,0,40.75,0.3333333333333333,1.75,0.0429447852760736,10.180310628044111,1.0,2024-12-17,support,0.0,0.0
A-3b5cd1,FinTech,US,2023-09-12,event,Basic,13,1,0,13,13,283.0,20.923076923076923,55,1821.2307692307693,6368,21854.76923076923,284112,2,9,2,1,0,0,0,458,1.0,0.6923076923076923,Enterprise,annual,1,0,7,523,177958,24,27,5,2024-12-21,10,5.0,27.4,46.6,4.0,0.0,2024-12-21 00:00:00,0.0,2024-12-31,476,0,0,0,0,0,40.23076923076923,0.3846153846153846,1.8461538461538465,0.0458891013384321,10.26809684165024,3.0,2024-08-30,pricing,113.17,0.0
A-b2225d,FinTech,US,2024-03-08,ads,Basic,47,0,1,12,12,139.91666666666666,47.25,50,1590.6666666666667,9353,19088.0,229056,5,9,1,1,0,0,0,273,1.0,0.75,Basic,annual,1,0,21,696,236693,60,34,5,2024-12-08,23,2.0,42.0,38.0,3.0,0.0,2024-07-10 00:00:00,0.0,2024-12-31,298,0,0,0,0,0,58.0,0.1666666666666666,5.0,0.0862068965517241,10.37943232282465,3.0,2024-06-27,support,0.0,1.0
